id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,lead_value
id_29185,29.0,technician,married,secondary,no,1952.0,yes,no,cellular,21,jul,537.0,2.0,,0,unknown,1
id_7605,35.0,blue-collar,single,secondary,no,-417.0,yes,no,unknown,16,may,749.0,2.0,,0,unknown,1
id_41203,69.0,retired,married,secondary,no,1160.0,no,no,telephone,14,may,326.0,3.0,185.0,2,failure,1
id_42977,50.0,technician,married,secondary,no,120.0,no,no,cellular,26,feb,942.0,3.0,186.0,6,success,1
id_33464,55.0,blue-collar,married,unknown,no,891.0,no,no,cellular,22,aug,1342.0,2.0,,0,unknown,1
id_18299,46.0,management,married,secondary,no,2979.0,yes,no,unknown,15,may,780.0,2.0,,0,unknown,1
id_20164,33.0,blue-collar,married,primary,no,332.0,yes,no,unknown,21,may,695.0,4.0,,0,unknown,1
id_44410,31.0,management,single,tertiary,no,315.0,no,no,unknown,12,may,742.0,2.0,,0,unknown,1
id_31182,38.0,admin.,divorced,secondary,no,503.0,yes,no,unknown,5,may,586.0,1.0,,0,unknown,1
id_40247,42.0,management,divorced,secondary,no,642.0,yes,no,unknown,4,jun,648.0,1.0,,0,unknown,1
id_35789,40.0,self-employed,married,secondary,no,734.0,yes,no,unknown,20,may,773.0,1.0,,0,unknown,1
id_10088,52.0,management,divorced,secondary,no,295.0,yes,no,cellular,20,nov,558.0,2.0,,0,unknown,1
id_23229,26.0,student,single,secondary,no,1856.0,no,no,telephone,4,may,385.0,3.0,,0,unknown,1
id_4027,60.0,management,married,secondary,no,987.0,no,no,cellular,18,aug,1016.0,6.0,,0,unknown,1
id_26890,62.0,retired,married,unknown,no,2189.0,no,no,telephone,21,apr,1332.0,4.0,,0,unknown,1
id_34688,28.0,unemployed,single,secondary,no,577.0,yes,no,cellular,5,jun,545.0,2.0,,0,unknown,1
id_9656,28.0,student,single,unknown,no,2927.0,no,no,cellular,5,may,248.0,1.0,89.0,4,other,1
id_42909,27.0,admin.,single,primary,no,-121.0,yes,no,unknown,23,jun,650.0,3.0,,0,unknown,1
id_27042,40.0,management,married,tertiary,no,8.0,yes,no,cellular,8,may,562.0,2.0,295.0,1,success,1
id_33678,52.0,technician,divorced,unknown,no,2797.0,no,no,cellular,13,nov,353.0,5.0,93.0,2,success,1
id_30784,34.0,services,married,secondary,no,1276.0,yes,no,cellular,16,apr,1349.0,2.0,328.0,1,failure,1
id_44270,59.0,retired,married,primary,no,196.0,yes,yes,unknown,13,may,787.0,3.0,,0,unknown,1
id_24681,45.0,entrepreneur,single,unknown,no,320.0,no,no,cellular,28,jul,314.0,2.0,181.0,2,failure,1
id_34775,37.0,self-employed,married,secondary,no,188.0,yes,no,cellular,22,jul,640.0,1.0,,0,unknown,1
id_29445,38.0,entrepreneur,married,secondary,no,37.0,no,no,cellular,4,feb,515.0,4.0,,0,unknown,1
id_16694,32.0,blue-collar,married,secondary,no,890.0,yes,no,cellular,10,sep,187.0,1.0,99.0,5,success,1
id_6409,37.0,services,divorced,secondary,no,60.0,no,no,unknown,5,jun,622.0,1.0,,0,unknown,1
id_28776,48.0,management,married,tertiary,no,595.0,yes,no,cellular,3,apr,588.0,2.0,,0,unknown,1
id_3483,34.0,management,single,tertiary,no,40.0,no,no,cellular,21,aug,679.0,5.0,,0,unknown,1
id_18663,34.0,student,single,unknown,no,5964.0,no,no,cellular,4,sep,155.0,2.0,127.0,8,failure,1
id_21548,36.0,admin.,married,tertiary,no,1992.0,no,no,cellular,27,mar,176.0,2.0,130.0,2,failure,1
id_33340,70.0,retired,married,secondary,no,1531.0,no,no,cellular,16,dec,565.0,2.0,,0,unknown,1
id_6672,29.0,technician,married,secondary,no,95.0,yes,no,cellular,17,apr,1009.0,2.0,,0,unknown,1
id_31189,60.0,services,married,secondary,no,5562.0,no,no,cellular,24,jul,1869.0,1.0,,0,unknown,1
id_43454,55.0,retired,married,primary,no,9370.0,no,no,cellular,13,aug,315.0,2.0,101.0,2,success,1
id_40317,60.0,self-employed,single,primary,no,-4.0,yes,no,telephone,5,feb,1296.0,2.0,,0,unknown,1
id_41877,67.0,retired,divorced,unknown,no,48.0,no,no,cellular,12,jul,565.0,4.0,,0,unknown,1
id_41936,43.0,services,divorced,secondary,no,844.0,yes,no,cellular,2,feb,957.0,1.0,,0,unknown,1
id_14013,64.0,retired,married,secondary,no,464.0,yes,no,cellular,18,oct,543.0,1.0,,0,unknown,1
id_32064,36.0,technician,single,tertiary,no,6892.0,yes,no,cellular,21,nov,1214.0,1.0,,0,unknown,1
id_5955,50.0,admin.,single,tertiary,no,232.0,yes,no,cellular,3,sep,263.0,2.0,93.0,2,success,1
id_16537,31.0,management,single,tertiary,no,87.0,no,no,cellular,12,aug,973.0,1.0,,0,unknown,1
id_12792,30.0,management,single,tertiary,no,2247.0,yes,yes,cellular,18,jul,608.0,2.0,,0,unknown,1
id_3407,39.0,services,married,secondary,no,4.0,no,yes,cellular,16,jul,1490.0,6.0,,0,unknown,1
id_44818,23.0,technician,single,secondary,no,502.0,no,no,cellular,30,apr,373.0,1.0,,0,unknown,1
id_29782,28.0,student,single,secondary,no,2049.0,no,no,telephone,21,apr,592.0,3.0,254.0,1,failure,1
id_28094,23.0,technician,married,secondary,no,872.0,yes,no,unknown,28,may,696.0,1.0,,0,unknown,1
id_35135,27.0,blue-collar,single,secondary,no,240.0,yes,no,unknown,23,may,777.0,1.0,,0,unknown,1
id_15005,51.0,services,single,secondary,no,6884.0,yes,no,cellular,6,may,495.0,2.0,,0,unknown,1
id_35263,55.0,technician,single,tertiary,no,470.0,yes,no,cellular,18,jul,679.0,3.0,,0,unknown,1
id_13665,52.0,management,married,tertiary,no,0.0,no,no,cellular,28,jan,1730.0,2.0,,0,unknown,1
id_15234,30.0,management,single,tertiary,no,5441.0,no,no,cellular,10,aug,136.0,1.0,98.0,2,success,1
id_38175,30.0,unemployed,single,tertiary,no,1308.0,no,no,cellular,28,aug,637.0,1.0,,0,unknown,1
id_31572,56.0,retired,divorced,secondary,no,2199.0,no,no,cellular,3,jun,224.0,1.0,,0,unknown,1
id_8035,24.0,technician,single,tertiary,no,3998.0,no,no,cellular,30,apr,571.0,1.0,,0,unknown,1
id_1736,,admin.,married,secondary,no,4346.0,yes,no,cellular,23,jun,808.0,4.0,141.0,1,other,1
id_43245,53.0,blue-collar,married,secondary,no,4.0,no,no,telephone,16,apr,1357.0,1.0,150.0,1,failure,1
id_14799,52.0,technician,married,secondary,no,-569.0,yes,yes,unknown,28,may,864.0,2.0,,0,unknown,1
id_20654,85.0,retired,married,primary,no,98.0,no,no,cellular,30,apr,397.0,1.0,,0,unknown,1
id_8669,37.0,technician,married,secondary,no,-5.0,no,no,cellular,2,apr,736.0,1.0,,0,unknown,1
id_27350,27.0,services,married,secondary,no,0.0,no,no,cellular,29,jan,544.0,3.0,,0,unknown,1
id_44080,29.0,self-employed,married,primary,no,-3.0,no,no,unknown,23,may,895.0,2.0,,0,unknown,1
id_22291,32.0,technician,single,secondary,no,474.0,yes,no,cellular,29,jul,518.0,8.0,,0,unknown,1
id_33261,29.0,services,single,unknown,no,6144.0,yes,no,cellular,14,may,354.0,1.0,287.0,13,failure,1
id_35286,35.0,admin.,divorced,secondary,no,657.0,yes,no,cellular,18,nov,409.0,1.0,173.0,2,other,1
id_15214,48.0,management,married,secondary,yes,3.0,no,yes,cellular,22,aug,662.0,9.0,,0,unknown,1
id_44554,42.0,blue-collar,married,secondary,no,13.0,yes,no,unknown,9,may,1692.0,2.0,,0,unknown,1
id_26064,66.0,self-employed,married,tertiary,no,150.0,no,no,telephone,12,jan,425.0,1.0,,0,unknown,1
id_38884,43.0,entrepreneur,married,unknown,no,97.0,yes,no,unknown,5,may,701.0,1.0,,0,unknown,1
id_4817,42.0,entrepreneur,married,tertiary,no,3684.0,yes,no,cellular,7,may,407.0,1.0,169.0,5,failure,1
id_4878,38.0,technician,single,tertiary,no,1177.0,no,no,cellular,14,apr,197.0,1.0,,0,unknown,1
id_14849,44.0,self-employed,married,tertiary,no,505.0,no,no,unknown,6,jun,634.0,2.0,,0,unknown,1
id_43163,75.0,retired,divorced,primary,no,851.0,no,no,cellular,15,mar,339.0,1.0,,0,unknown,1
id_28620,50.0,entrepreneur,married,secondary,no,5404.0,yes,no,cellular,19,nov,699.0,1.0,,0,unknown,1
id_40279,33.0,management,divorced,secondary,no,5.0,yes,no,unknown,13,may,1349.0,1.0,,0,unknown,1
id_24645,35.0,blue-collar,married,secondary,no,1622.0,yes,yes,unknown,21,may,935.0,2.0,,0,unknown,1
id_7419,29.0,admin.,single,secondary,yes,-39.0,yes,no,unknown,14,may,1186.0,4.0,,0,unknown,1
id_11641,85.0,retired,married,primary,no,643.0,no,no,telephone,3,sep,299.0,1.0,,0,unknown,1
id_27698,28.0,student,single,tertiary,no,797.0,no,no,cellular,26,may,270.0,1.0,,0,unknown,1
id_7736,35.0,technician,single,secondary,no,564.0,yes,no,cellular,30,apr,1132.0,1.0,,0,unknown,1
id_35912,37.0,admin.,married,secondary,no,527.0,yes,no,cellular,8,may,847.0,1.0,,0,unknown,1
id_25124,46.0,admin.,married,secondary,no,208.0,no,no,cellular,4,may,548.0,1.0,90.0,2,success,1
id_701,41.0,admin.,divorced,secondary,no,528.0,no,yes,cellular,22,oct,177.0,1.0,185.0,1,success,1
id_14496,23.0,services,single,secondary,no,124.0,no,no,cellular,16,oct,259.0,1.0,,0,unknown,1
id_43817,27.0,technician,single,secondary,yes,-298.0,yes,no,unknown,3,jun,568.0,7.0,,0,unknown,1
id_41688,51.0,management,single,tertiary,no,80.0,no,no,cellular,26,aug,1218.0,6.0,,0,unknown,1
id_31028,31.0,services,single,secondary,no,168.0,no,no,cellular,7,jul,782.0,1.0,,0,unknown,1
id_1641,,admin.,single,secondary,no,660.0,no,no,cellular,21,jul,1354.0,2.0,,0,unknown,1
id_34620,28.0,management,single,tertiary,no,-5.0,no,no,cellular,23,feb,176.0,1.0,,0,unknown,1
id_6790,24.0,student,single,tertiary,no,693.0,no,no,cellular,19,aug,325.0,1.0,,0,unknown,1
id_24362,26.0,technician,married,unknown,no,815.0,yes,no,unknown,28,may,600.0,2.0,,0,unknown,1
id_6781,,management,married,tertiary,no,13849.0,yes,no,cellular,18,nov,1311.0,3.0,,0,unknown,1
id_14861,29.0,management,married,tertiary,no,2427.0,yes,no,cellular,14,may,651.0,5.0,,0,unknown,1
id_23367,29.0,admin.,,secondary,no,82.0,yes,no,unknown,26,may,1079.0,1.0,,0,unknown,1
id_5431,36.0,management,married,tertiary,no,797.0,yes,no,cellular,6,may,687.0,2.0,,0,unknown,1
id_27266,37.0,technician,married,tertiary,no,546.0,no,no,cellular,4,jun,233.0,2.0,94.0,1,success,1
id_2099,55.0,management,divorced,tertiary,no,2032.0,no,no,cellular,4,feb,307.0,2.0,94.0,3,success,1
id_29363,29.0,management,single,tertiary,no,12608.0,no,no,cellular,14,aug,189.0,5.0,84.0,1,failure,1
id_28443,61.0,retired,divorced,primary,no,110.0,no,no,cellular,10,nov,410.0,2.0,,0,unknown,1
id_21786,38.0,technician,single,tertiary,no,1646.0,yes,no,cellular,4,feb,257.0,1.0,184.0,6,success,1
id_24588,35.0,blue-collar,single,unknown,no,599.0,yes,no,cellular,13,may,1323.0,2.0,,0,unknown,1
id_20618,39.0,entrepreneur,married,secondary,no,2974.0,no,no,cellular,17,nov,359.0,2.0,188.0,11,other,1
id_39815,46.0,unknown,married,unknown,no,673.0,no,no,cellular,3,feb,427.0,1.0,82.0,1,failure,1
id_32534,46.0,services,divorced,secondary,no,-275.0,yes,yes,cellular,13,may,665.0,1.0,,0,unknown,1
id_15984,60.0,admin.,married,secondary,no,104.0,no,no,cellular,24,feb,142.0,1.0,187.0,4,success,1
id_950,64.0,retired,married,tertiary,no,1948.0,no,no,cellular,2,jul,842.0,2.0,155.0,5,success,1
id_276,63.0,management,married,unknown,no,2351.0,no,no,cellular,4,may,146.0,2.0,182.0,11,success,1
id_1729,25.0,technician,single,secondary,no,907.0,no,no,cellular,4,feb,472.0,2.0,,0,unknown,1
id_22282,33.0,management,married,tertiary,no,3406.0,no,no,cellular,14,dec,278.0,1.0,194.0,2,failure,1
id_17949,25.0,blue-collar,single,secondary,no,507.0,no,no,cellular,5,mar,402.0,1.0,,0,unknown,1
id_19725,58.0,retired,married,tertiary,no,2561.0,yes,no,cellular,10,feb,174.0,2.0,92.0,5,success,1
id_16161,49.0,admin.,married,secondary,no,2349.0,no,yes,cellular,12,aug,617.0,3.0,,0,unknown,1
id_39393,27.0,blue-collar,married,secondary,no,-1.0,no,yes,cellular,21,nov,716.0,1.0,,0,unknown,1
id_16712,25.0,student,single,unknown,no,95.0,no,no,cellular,27,may,306.0,1.0,,0,unknown,1
id_35379,29.0,management,single,tertiary,no,6793.0,no,no,cellular,5,aug,197.0,2.0,69.0,26,other,1
id_32271,36.0,blue-collar,divorced,secondary,no,320.0,yes,no,unknown,26,may,646.0,2.0,,0,unknown,1
id_27119,32.0,services,single,secondary,no,3908.0,yes,no,cellular,19,nov,667.0,2.0,,0,unknown,1
id_43124,69.0,retired,single,tertiary,no,2139.0,no,no,cellular,26,jan,707.0,1.0,96.0,3,success,1
id_12592,49.0,management,married,tertiary,no,560.0,no,no,cellular,15,jun,192.0,1.0,,0,unknown,1
id_33411,,blue-collar,married,primary,no,3.0,yes,no,cellular,18,may,1043.0,6.0,355.0,1,other,1
id_2848,72.0,retired,married,secondary,no,2064.0,no,no,cellular,9,aug,384.0,2.0,291.0,1,failure,1
id_19828,58.0,blue-collar,single,primary,no,28.0,yes,no,cellular,12,may,589.0,4.0,,0,unknown,1
id_5644,27.0,management,single,tertiary,no,13769.0,no,no,cellular,14,sep,398.0,1.0,,0,unknown,1
id_31456,30.0,management,married,tertiary,no,915.0,yes,no,cellular,23,jun,871.0,1.0,674.0,4,failure,1
id_18413,51.0,services,married,secondary,no,653.0,no,no,telephone,7,jul,394.0,2.0,460.0,2,failure,1
id_386,70.0,retired,married,secondary,no,2577.0,no,no,telephone,20,apr,234.0,2.0,,0,unknown,1
id_38608,34.0,admin.,married,secondary,no,125.0,yes,no,telephone,14,may,586.0,4.0,366.0,2,other,1
id_6463,38.0,entrepreneur,divorced,tertiary,no,65.0,no,no,cellular,18,nov,1183.0,2.0,,0,unknown,1
id_16652,55.0,management,married,tertiary,no,1357.0,yes,no,cellular,21,may,443.0,1.0,193.0,6,failure,1
id_28194,49.0,services,single,secondary,no,215.0,no,no,unknown,5,jun,999.0,2.0,,0,unknown,1
id_40888,73.0,retired,married,primary,no,3326.0,no,no,cellular,13,aug,245.0,2.0,192.0,1,failure,1
id_2062,20.0,student,single,unknown,no,1169.0,no,no,cellular,6,feb,465.0,18.0,,0,unknown,1
id_10082,59.0,services,married,secondary,no,2968.0,yes,no,cellular,13,may,1986.0,3.0,,0,unknown,1
id_35862,82.0,retired,divorced,primary,no,-5.0,no,no,cellular,6,aug,397.0,3.0,295.0,1,failure,1
id_21510,24.0,admin.,single,secondary,no,190.0,no,no,telephone,28,jul,1071.0,17.0,,0,unknown,1
id_369,33.0,technician,single,secondary,no,3698.0,no,no,cellular,18,aug,710.0,3.0,,0,unknown,1
id_32352,38.0,technician,married,secondary,no,450.0,no,no,cellular,19,nov,977.0,1.0,,0,unknown,1
id_26111,49.0,admin.,married,secondary,no,-287.0,yes,no,cellular,12,may,794.0,1.0,,0,unknown,1
id_6847,67.0,retired,married,primary,no,4.0,no,no,cellular,28,oct,1132.0,1.0,,0,unknown,1
id_19510,76.0,retired,married,unknown,no,7817.0,no,no,cellular,15,feb,250.0,1.0,97.0,4,other,1
id_2430,26.0,student,single,secondary,no,1231.0,no,no,telephone,26,oct,273.0,2.0,97.0,3,success,1
id_41293,60.0,management,married,tertiary,no,291.0,yes,no,cellular,21,aug,660.0,8.0,,0,unknown,1
id_6852,20.0,student,single,unknown,no,476.0,no,no,cellular,11,sep,138.0,2.0,,0,unknown,1
id_26526,51.0,management,married,primary,no,32.0,yes,no,cellular,24,jul,605.0,2.0,,0,unknown,1
id_15157,30.0,admin.,single,secondary,no,218.0,yes,no,unknown,6,jun,878.0,11.0,,0,unknown,1
id_5318,31.0,student,,secondary,no,1689.0,yes,no,cellular,28,jan,910.0,1.0,,0,unknown,1
id_1894,61.0,admin.,married,secondary,no,4605.0,no,no,cellular,14,sep,720.0,1.0,186.0,1,success,1
id_43678,36.0,entrepreneur,married,secondary,no,2972.0,no,no,cellular,4,may,430.0,4.0,164.0,2,failure,1
id_10539,66.0,housemaid,married,primary,no,767.0,no,no,cellular,14,jan,382.0,1.0,,0,unknown,1
id_22110,29.0,management,married,tertiary,no,1.0,yes,no,cellular,17,jul,680.0,1.0,,0,unknown,1
id_5046,39.0,technician,married,secondary,no,2265.0,no,no,cellular,16,oct,443.0,1.0,147.0,5,failure,1
id_21223,19.0,management,single,tertiary,no,102.0,no,yes,cellular,18,oct,521.0,1.0,185.0,3,success,1
id_12454,67.0,retired,divorced,secondary,no,6849.0,no,no,telephone,3,sep,211.0,1.0,182.0,4,failure,1
id_26151,71.0,retired,married,secondary,no,0.0,no,no,cellular,28,apr,197.0,2.0,126.0,2,other,1
id_41488,55.0,technician,married,secondary,no,60.0,no,no,cellular,28,may,307.0,4.0,93.0,4,failure,1
id_34618,31.0,management,single,tertiary,no,3386.0,no,no,cellular,22,mar,250.0,3.0,187.0,3,success,1
id_33258,29.0,technician,single,secondary,no,800.0,yes,no,cellular,17,apr,633.0,1.0,,0,unknown,1
id_25106,38.0,services,married,secondary,no,-190.0,yes,no,cellular,11,may,663.0,1.0,,0,unknown,1
id_35377,33.0,technician,married,secondary,no,1542.0,no,no,cellular,26,oct,295.0,1.0,805.0,4,other,1
id_12049,35.0,blue-collar,married,primary,no,998.0,yes,no,unknown,23,may,1330.0,8.0,,0,unknown,1
id_23776,81.0,retired,married,secondary,no,8301.0,no,no,cellular,9,dec,468.0,2.0,275.0,9,success,1
id_2260,35.0,management,divorced,tertiary,no,3833.0,yes,no,cellular,17,nov,178.0,1.0,193.0,1,success,1
id_1868,48.0,technician,married,tertiary,no,3727.0,no,no,cellular,5,aug,884.0,2.0,,0,unknown,1
id_4850,40.0,services,divorced,secondary,no,6180.0,yes,no,cellular,14,may,501.0,3.0,177.0,1,other,1
id_1205,38.0,self-employed,single,tertiary,no,5771.0,yes,no,cellular,15,may,404.0,4.0,359.0,5,other,1
id_22187,33.0,technician,married,tertiary,no,3164.0,yes,no,cellular,16,nov,459.0,2.0,95.0,1,failure,1
id_16979,24.0,admin.,single,secondary,no,1325.0,no,no,cellular,12,apr,342.0,1.0,241.0,9,other,1
id_4668,35.0,management,single,tertiary,no,1489.0,yes,no,cellular,6,may,302.0,1.0,169.0,2,success,1
id_5195,41.0,technician,married,secondary,no,376.0,yes,no,cellular,11,may,750.0,1.0,347.0,2,failure,1
id_11917,33.0,blue-collar,single,secondary,no,801.0,no,yes,cellular,23,jul,2066.0,6.0,,0,unknown,1
id_42129,47.0,management,married,tertiary,no,4803.0,no,no,telephone,4,feb,413.0,6.0,,0,unknown,1
id_4011,23.0,student,single,secondary,no,1872.0,no,no,cellular,26,oct,255.0,1.0,103.0,2,other,1
id_44738,39.0,blue-collar,married,unknown,no,-2.0,no,no,cellular,2,feb,733.0,1.0,193.0,3,failure,1
id_17896,53.0,services,married,secondary,no,992.0,yes,no,cellular,27,oct,438.0,1.0,515.0,1,failure,1
id_1076,28.0,technician,single,secondary,no,2738.0,no,no,cellular,21,nov,456.0,3.0,,0,unknown,1
id_6187,49.0,management,single,tertiary,no,551.0,no,no,cellular,13,aug,736.0,6.0,,0,unknown,1
id_12532,67.0,retired,married,primary,no,749.0,no,no,telephone,28,jan,201.0,3.0,93.0,1,failure,1
id_41917,51.0,admin.,divorced,secondary,no,359.0,yes,no,cellular,21,aug,186.0,1.0,462.0,1,success,1
id_5943,55.0,retired,married,primary,no,-462.0,yes,no,cellular,29,jul,814.0,6.0,,0,unknown,1
id_43243,36.0,services,married,secondary,no,50.0,yes,no,cellular,4,jun,331.0,2.0,94.0,4,success,1
id_29019,38.0,technician,married,secondary,no,113.0,yes,no,cellular,17,nov,1078.0,1.0,131.0,1,failure,1
id_41707,31.0,services,married,secondary,no,911.0,no,no,cellular,29,dec,423.0,1.0,197.0,1,success,1
id_34917,38.0,admin.,single,secondary,no,4.0,yes,no,cellular,16,apr,639.0,2.0,,0,unknown,1
id_36608,68.0,retired,married,secondary,no,1149.0,no,no,cellular,16,nov,203.0,1.0,187.0,6,success,1
id_23614,31.0,entrepreneur,single,tertiary,no,,yes,no,cellular,29,jan,553.0,1.0,,0,unknown,1
id_4799,43.0,management,divorced,secondary,no,281.0,yes,no,cellular,23,jul,770.0,1.0,,0,unknown,1
id_27051,57.0,management,married,tertiary,no,713.0,yes,no,unknown,15,may,866.0,6.0,,0,unknown,1
id_13506,44.0,management,divorced,tertiary,no,2366.0,no,no,cellular,22,sep,85.0,1.0,113.0,3,success,1
id_34674,56.0,housemaid,divorced,primary,yes,0.0,no,yes,cellular,25,jul,1374.0,2.0,,0,unknown,1
id_20701,43.0,technician,married,secondary,no,559.0,yes,no,unknown,30,may,607.0,2.0,,0,unknown,1
id_14587,36.0,admin.,divorced,secondary,no,453.0,no,no,cellular,21,nov,760.0,2.0,,0,unknown,1
id_39552,46.0,management,divorced,secondary,no,-2.0,no,no,cellular,27,aug,777.0,5.0,,0,unknown,1
id_35618,34.0,blue-collar,divorced,secondary,no,382.0,yes,no,unknown,13,may,2241.0,1.0,,0,unknown,1
id_34353,67.0,retired,married,primary,no,2176.0,no,no,cellular,15,jan,523.0,4.0,276.0,1,failure,1
id_13460,39.0,management,single,secondary,no,3230.0,yes,no,cellular,30,jan,2780.0,1.0,,0,unknown,1
id_4215,84.0,retired,married,primary,no,1821.0,no,no,cellular,16,mar,254.0,3.0,,0,unknown,1
id_44234,75.0,retired,married,primary,no,1762.0,no,no,telephone,11,sep,281.0,2.0,,0,unknown,1
id_21005,58.0,unknown,married,primary,no,274.0,no,no,cellular,14,aug,535.0,2.0,,0,unknown,1
id_44561,59.0,technician,single,secondary,no,383.0,no,no,cellular,13,aug,457.0,2.0,,0,unknown,1
id_821,60.0,retired,married,primary,no,565.0,no,no,telephone,8,oct,136.0,1.0,93.0,1,success,1
id_22913,30.0,management,single,tertiary,no,3775.0,no,no,cellular,13,apr,1086.0,1.0,,0,unknown,1
id_22774,83.0,retired,divorced,unknown,no,153.0,no,no,telephone,7,sep,148.0,1.0,,0,unknown,1
id_30423,29.0,technician,single,tertiary,no,1014.0,no,no,cellular,14,apr,178.0,1.0,,0,unknown,1
id_10060,34.0,services,married,secondary,no,2919.0,no,yes,cellular,4,jun,244.0,1.0,196.0,2,success,1
id_15368,56.0,admin.,married,secondary,no,169.0,no,no,cellular,3,feb,372.0,1.0,,0,unknown,1
id_18339,35.0,self-employed,married,tertiary,no,1278.0,no,no,cellular,6,oct,650.0,1.0,,0,unknown,1
id_37412,36.0,technician,divorced,tertiary,no,1175.0,yes,no,cellular,7,apr,441.0,1.0,140.0,2,failure,1
id_37856,34.0,technician,married,secondary,no,-163.0,yes,no,cellular,21,jul,907.0,5.0,,0,unknown,1
id_18898,44.0,management,divorced,tertiary,no,506.0,yes,no,cellular,1,apr,1180.0,1.0,,0,unknown,1
id_16795,29.0,management,single,tertiary,no,306.0,no,no,cellular,8,jul,355.0,1.0,229.0,2,failure,1
id_22562,36.0,services,married,tertiary,no,1444.0,no,no,cellular,11,dec,214.0,1.0,,0,unknown,1
id_16090,43.0,retired,single,primary,no,2576.0,no,no,cellular,27,jul,228.0,1.0,287.0,1,failure,1
id_36491,45.0,management,married,tertiary,no,349.0,no,no,cellular,15,feb,312.0,2.0,616.0,1,failure,1
id_18616,27.0,blue-collar,single,secondary,no,-338.0,no,yes,unknown,4,jul,687.0,1.0,,0,unknown,1
id_25685,54.0,retired,married,tertiary,no,281.0,no,no,cellular,25,may,190.0,1.0,83.0,2,success,1
id_19771,31.0,technician,married,secondary,no,7168.0,yes,no,cellular,19,nov,542.0,2.0,,0,unknown,1
id_21490,32.0,student,single,unknown,no,987.0,no,no,cellular,5,mar,167.0,9.0,,0,unknown,1
id_9172,57.0,management,married,tertiary,no,2237.0,no,no,cellular,22,may,435.0,1.0,,0,unknown,1
id_17652,39.0,admin.,single,tertiary,no,1002.0,yes,no,cellular,22,sep,238.0,1.0,99.0,2,success,1
id_15324,34.0,services,married,secondary,no,284.0,yes,no,unknown,21,may,720.0,1.0,,0,unknown,1
id_7230,35.0,technician,married,secondary,no,130.0,no,no,cellular,12,nov,618.0,2.0,192.0,1,success,1
id_14476,23.0,student,single,secondary,no,67.0,no,no,cellular,13,jul,337.0,1.0,181.0,2,success,1
id_18191,50.0,technician,married,tertiary,no,2607.0,no,no,cellular,12,may,194.0,1.0,387.0,2,success,1
id_9387,28.0,self-employed,single,tertiary,no,653.0,no,no,cellular,23,mar,292.0,1.0,,0,unknown,1
id_41458,42.0,unemployed,married,secondary,no,3.0,no,,cellular,31,jul,861.0,14.0,,0,unknown,1
id_19565,55.0,management,married,tertiary,no,4888.0,no,no,cellular,22,aug,702.0,4.0,,0,unknown,1
id_7368,35.0,management,married,tertiary,no,1390.0,yes,no,cellular,10,nov,270.0,1.0,89.0,2,failure,1
id_40232,32.0,technician,divorced,unknown,no,973.0,yes,no,cellular,30,jan,252.0,2.0,191.0,1,other,1
id_29152,33.0,technician,single,secondary,no,,no,no,cellular,12,aug,177.0,1.0,21.0,6,failure,1
id_14486,51.0,blue-collar,married,secondary,no,5276.0,no,yes,cellular,22,jul,1044.0,3.0,,0,unknown,1
id_41720,35.0,management,,tertiary,no,6365.0,yes,no,cellular,4,may,917.0,4.0,,0,unknown,1
id_23218,71.0,retired,married,primary,no,3777.0,no,no,cellular,16,mar,622.0,1.0,,0,unknown,1
id_18690,32.0,admin.,married,secondary,no,158.0,no,no,cellular,5,feb,701.0,2.0,,0,unknown,1
id_6322,20.0,student,single,primary,no,3470.0,no,no,cellular,20,oct,328.0,1.0,183.0,3,failure,1
id_10671,49.0,management,single,tertiary,no,1197.0,no,no,cellular,14,aug,903.0,3.0,,0,unknown,1
id_13154,69.0,entrepreneur,married,tertiary,no,15264.0,no,no,cellular,25,feb,859.0,1.0,192.0,2,failure,1
id_8644,80.0,retired,married,primary,no,238.0,no,no,cellular,20,apr,344.0,1.0,,0,unknown,1
id_23046,60.0,housemaid,married,primary,no,-2.0,no,no,cellular,3,jun,321.0,3.0,79.0,3,other,1
id_28509,,management,married,tertiary,no,126.0,no,no,cellular,8,jul,744.0,1.0,,0,unknown,1
id_26713,65.0,retired,married,primary,no,494.0,no,no,cellular,16,oct,612.0,1.0,182.0,1,failure,1
id_21598,63.0,retired,,secondary,no,587.0,no,no,cellular,16,jul,564.0,1.0,179.0,3,success,1
id_22835,34.0,admin.,divorced,secondary,no,-252.0,no,no,cellular,18,jul,658.0,1.0,,0,unknown,1
id_13005,55.0,admin.,married,secondary,no,8306.0,no,no,cellular,1,jun,211.0,1.0,,0,unknown,1
id_2881,34.0,blue-collar,married,secondary,no,2498.0,yes,no,unknown,23,may,933.0,1.0,,0,unknown,1
id_43765,30.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,17,nov,826.0,3.0,181.0,1,other,1
id_7843,47.0,housemaid,married,secondary,no,355.0,no,no,cellular,4,may,122.0,1.0,182.0,1,success,1
id_11797,37.0,management,married,tertiary,no,21111.0,yes,no,unknown,26,may,690.0,4.0,,0,unknown,1
id_32159,60.0,blue-collar,married,primary,no,17.0,yes,yes,cellular,15,may,793.0,4.0,178.0,3,failure,1
